tablerows,tablesizekb,selectivity,tuplewidth,attrInPred,runtime,operator
16000000,1024000,0.2,16,2,883040,branch
16000000,1024000,0.2,16,4,907516,branch
16000000,1024000,0.2,16,8,1020621,branch
16000000,1024000,0.2,16,16,1267079,branch
16000000,1024000,0.25,16,1,862150,branch
16000000,1024000,0.25,16,2,909383,branch
16000000,1024000,0.25,16,4,949152,branch
16000000,1024000,0.25,16,8,1042122,branch
16000000,1024000,0.25,16,16,1286546,branch
16000000,1024000,0.3,16,1,882962,branch
16000000,1024000,0.3,16,2,930346,branch
16000000,1024000,0.3,16,4,950980,branch
16000000,1024000,0.3,16,8,1073953,branch
16000000,1024000,0.3,16,16,1308484,branch
16000000,1024000,0.35,16,1,904494,branch
16000000,1024000,0.35,16,2,953089,branch
16000000,1024000,0.35,16,4,973342,branch
16000000,1024000,0.35,16,8,1086528,branch
16000000,1024000,0.35,16,16,1334140,branch
16000000,1024000,0.4,16,1,925901,branch
16000000,1024000,0.4,16,2,977857,branch
16000000,1024000,0.4,16,4,994646,branch
16000000,1024000,0.4,16,8,1107849,branch
16000000,1024000,0.4,16,16,1351375,branch
16000000,1024000,0.45,16,1,940954,branch
16000000,1024000,0.45,16,2,996499,branch
16000000,1024000,0.45,16,4,1016313,branch
16000000,1024000,0.45,16,8,1164325,branch
16000000,1024000,0.45,16,16,1378476,branch
16000000,1024000,0.5,16,1,952730,branch
16000000,1024000,0.5,16,2,1010159,branch
16000000,1024000,0.5,16,4,1031557,branch
16000000,1024000,0.5,16,8,1143361,branch
16000000,1024000,0.5,16,16,1394675,branch
16000000,1024000,0.55,16,1,963840,branch
16000000,1024000,0.55,16,2,1021314,branch
16000000,1024000,0.55,16,4,1047411,branch
16000000,1024000,0.55,16,8,1155820,branch
16000000,1024000,0.55,16,16,1405318,branch
16000000,1024000,0.6,16,1,969595,branch
16000000,1024000,0.6,16,2,1029139,branch
16000000,1024000,0.6,16,4,1050592,branch
16000000,1024000,0.6,16,8,1176035,branch
16000000,1024000,0.6,16,16,1416584,branch
16000000,1024000,0.65,16,1,969752,branch
16000000,1024000,0.65,16,2,1025556,branch
16000000,1024000,0.65,16,4,1054948,branch
16000000,1024000,0.65,16,8,1164221,branch
16000000,1024000,0.65,16,16,1411357,branch
16000000,1024000,0.7,16,1,969387,branch
16000000,1024000,0.7,16,2,1022209,branch
16000000,1024000,0.7,16,4,1058337,branch
16000000,1024000,0.7,16,8,1163831,branch
16000000,1024000,0.7,16,16,1425062,branch
16000000,1024000,0.75,16,1,971533,branch
16000000,1024000,0.75,16,2,1019762,branch
16000000,1024000,0.75,16,4,1056540,branch
16000000,1024000,0.75,16,8,1164420,branch
16000000,1024000,0.75,16,16,1425889,branch
16000000,1024000,0.8,16,1,1010564,branch
16000000,1024000,0.8,16,2,1023846,branch
16000000,1024000,0.8,16,4,1060849,branch
16000000,1024000,0.8,16,8,1165366,branch
16000000,1024000,0.8,16,16,1419836,branch
16000000,1024000,0.85,16,1,981303,branch
16000000,1024000,0.85,16,2,1016716,branch
16000000,1024000,0.85,16,4,1063253,branch
16000000,1024000,0.85,16,8,1168666,branch
16000000,1024000,0.85,16,16,1422014,branch
16000000,1024000,0.9,16,1,988358,branch
16000000,1024000,0.9,16,2,1017801,branch
16000000,1024000,0.9,16,4,1065649,branch
16000000,1024000,0.9,16,8,1172000,branch
16000000,1024000,0.9,16,16,1426086,branch
16000000,1024000,0.95,16,1,996220,branch
16000000,1024000,0.95,16,2,1019455,branch
16000000,1024000,0.95,16,4,1068292,branch
16000000,1024000,0.95,16,8,1176231,branch
16000000,1024000,0.95,16,16,1429314,branch
16000000,1024000,1,16,1,1015080,branch
16000000,1024000,1,16,2,1030881,branch
16000000,1024000,1,16,4,1069374,branch
16000000,1024000,1,16,8,1176867,branch
16000000,1024000,1,16,16,1432948,branch
